filename,unit,start,end,duration,words,transcription,f0_values
cta0001,01,0.0,1.239501133786848,1.239501133786848,юрий трифонов,ju0r'i4 tr'i0fa4na4f,"[153.12500000000003, 151.0273972602739, 153.1250000000001, 152.0689655172414, 153.12499999999994, 153.1250000000001, 152.06896551724122, 149.99999999999997, 148.9864864864865, 147.00000000000014, 146.99999999999983, 147.00000000000014, 146.99999999999983, 147.00000000000014, 151.0273972602739, 152.06896551724157, 157.49999999999986, 157.49999999999986, 167.04545454545462, 182.23140495867776, 179.26829268292707, 202.29357798165134, 204.16666666666654, 218.31683168316863, 229.6874999999997, 234.57446808510576, 253.4482758620689, 256.39534883720904, 262.5000000000013, 268.90243902438925, 279.1139240506334, 286.3636363636365, 279.1139240506334, 290.1315789473683, 282.692307692308, 286.3636363636365, 290.1315789473683, 297.9729729729724, 290.1315789473683, 297.9729729729724, 315.00000000000114, 297.9729729729724, 310.5633802816888, 310.5633802816915, 315.00000000000114, 319.5652173913024, 319.5652173913024, 319.56521739130807, 319.5652173913024, 334.09090909090924, 319.5652173913024, 319.56521739130807, 324.2647058823536, 329.1044776119377, 329.1044776119437, 319.5652173913024, 319.5652173913024, 319.56521739130807, 310.5633802816888, 146.99999999999983, 306.25000000000153, 324.2647058823536, 314.9999999999956, 324.2647058823536, 315.00000000000114, 334.09090909090924, 310.5633802816888, 324.2647058823536, 324.2647058823536, 319.5652173913024, 319.56521739130807, 319.5652173913024, 319.5652173913024, 315.00000000000114, 319.56521739130807, 319.5652173913024, 319.5652173913024, 310.56338028169415, 319.5652173913024, 310.5633802816888, 315.00000000000114, 310.5633802816888, 315.00000000000114, 310.5633802816888, 319.56521739130807, 310.5633802816888, 310.5633802816888, 315.00000000000114, 310.5633802816888, 310.5633802816888, 315.00000000000114, 306.25000000000153, 306.25000000000153, 310.5633802816888, 310.5633802816888, 306.25000000000153, nan, 220.49999999999616, 202.29357798165248, 200.45454545454552, 175.0000000000013, 165.7894736842099, 164.55223880596884, 176.4000000000021, 186.86440677966178, 188.4615384615362, 195.13274336283328, 193.42105263157939, 191.7391304347821, 188.4615384615362, 186.86440677966178, 185.29411764705873, 179.26829268292707, 177.8225806451607, 175.0000000000013, 173.622047244095, 172.26562499999977, 172.26562499999977, 170.93023255813856, 169.61538461538612, 170.93023255813856, 167.04545454545462, 164.55223880596884, 150.00000000000153, 154.19580419580294, 128.94736842105294, 151.02739726027357, 152.06896551724157, nan, 155.2816901408444, 152.06896551724157, 149.99999999999903, 147.98657718120845, 142.25806451612857, 136.95652173913135, 148.98648648648498, 146.02649006622684, 146.99999999999983, 146.02649006622445, 146.02649006622445, 147.00000000000225, 143.18181818181597, 144.1176470588241, 146.99999999999983, 147.98657718120845, 138.67924528301862, 141.34615384615512, 133.6363636363627, 140.4458598726122, 140.44585987261001, 143.18181818181824, 138.67924528302078, 134.4512195121926, 126.72413793103534]"
cta0001,p6,1.239501133786848,1.7475736961451247,0.5080725623582767,, ,
cta0002,01,0.0,0.7227210884353742,0.7227210884353742,обмен,a1bm'e0n,"[227.3195876288658, 177.82258064516137, 198.64864864864882, 202.29357798165134, 208.01886792452794, 216.17647058823573, 220.49999999999952, 227.31958762886651, 232.10526315789429, 239.67391304347814, 245.0000000000004, 247.7528089887643, 253.4482758620689, 259.4117647058819, 259.4117647058829, 265.66265060240886, 268.9024390243903, 268.9024390243903, 268.90243902439124, 268.90243902438925, 272.2222222222231, 256.39534883720904, 106.0096153846154, 224.99999999999994, 239.67391304347734, 237.09677419354918, 229.6874999999997, 239.67391304347893, 253.4482758620689, 232.10526315789429, 237.09677419354918, 229.6874999999997, 229.6874999999997, 222.7272727272728, 218.31683168316863, 216.17647058823442, 208.01886792452913, 200.45454545454552, 198.64864864864774, 191.73913043478314, 188.46153846153817, 176.40000000000038, 173.62204724409418, 172.26562499999977, 159.7826086956526, 154.19580419580424, 153.12499999999946, 148.9864864864862, 147.00000000000102, 151.02739726027357, 167.04545454545462, 167.04545454545462, 172.26562499999977, 172.26562499999977, 170.93023255814018, 168.3206106870221, 167.04545454545462, 164.55223880597035, 162.1323529411768, 159.7826086956526, 157.49999999999918, 155.28169014084574, 152.06896551724157, 148.9864864864862, 148.9864864864862, 143.18181818181824, 153.12499999999946, 143.18181818181824, 142.2580645161297, 142.25806451612857, 138.67924528301862, 136.11111111111154, 136.11111111111052, 132.8313253012054, 132.83132530120443, 132.0359281437127, 131.2499999999997, 130.4733727810653, 128.94736842105294, 128.19767441860452, 127.45664739884431, 127.4566473988434, 126.00000000000045, 126.00000000000045, 124.57627118644034, 123.18435754189834, 121.82320441989097, 119.83695652173787, 114.24870466321268, 118.54838709677381, 118.54838709677537, 116.66666666666679, 116.66666666666679, 113.6597938144329, 114.24870466321123, 111.92893401015264, 111.92893401015264, 110.80402010050224, 113.6597938144329, 113.6597938144329, 113.07692307692409, 114.8437499999991, 116.66666666666679]"
cta0002,p6,0.7227210884353742,2.68031746031746,1.9575963718820861,,,
cta0003,12,0.0,0.5633560090702948,0.5633560090702948,в июле,v y1ju0l'i4 ,"[168.32061068702293, 163.33333333333331, 158.63309352517985, 156.3829787234042, 155.28169014084523, 156.3829787234042, 154.19580419580424, 155.28169014084506, 152.0689655172414, 153.1249999999998, 149.99999999999997, 148.9864864864865, 149.99999999999997, 152.06896551724157, 155.28169014084506, 158.63309352518002, 160.94890510948872, 168.32061068702288, 172.2656250000006, 176.39999999999952, 179.26829268292707, 180.73770491803293, 182.23140495867776, 190.08620689655135, 202.29357798165134, 214.07766990291316, 206.07476635513993, 206.07476635513993, 209.99999999999952, 208.01886792452913, 204.16666666666654, 208.01886792452794, 198.64864864864882, 200.45454545454552, 206.07476635513993, 202.29357798165134, 200.45454545454552, 196.87500000000026, 198.64864864864882, 198.64864864864774, 198.64864864864882, 198.64864864864882, 198.64864864864774, 202.29357798165248, 198.64864864864774, 200.45454545454552, 204.16666666666654, 206.07476635514112, 206.07476635514112, 214.07766990291063, 220.50000000000156, 222.7272727272728, 234.5744680851073, 234.57446808510426, 239.67391304347893, 250.5681818181819, 256.39534883720904, 262.4999999999994, 268.90243902438925, 279.1139240506334, 282.69230769231024, 290.131578947366, 290.13157894737066, 297.97297297296996, 294.0000000000045, 310.5633802816888, 302.05479452054715, 306.25000000000153, 319.5652173913024, 310.5633802816888, 310.5633802816888, 319.56521739130807, 329.1044776119377, 324.2647058823536, 324.2647058823536, 324.2647058823536, 329.1044776119377, 329.1044776119437, 329.1044776119377, 329.1044776119437, 339.2307692307659, 334.09090909090924, 334.09090909090924, 334.09090909090924, 334.09090909090924, 344.53124999999955, 334.09090909090924, 334.09090909090924, 344.53124999999955, 334.09090909090924, 324.2647058823536, 293.99999999999966, 324.2647058823536, 319.5652173913024, 324.2647058823536, 319.56521739130807, 319.5652173913024, 319.5652173913024, 319.56521739130807, 314.9999999999956, 315.00000000000114, 315.00000000000114, 310.5633802816888, 310.56338028169415, 314.9999999999956, 306.25000000000153, 315.00000000000114, 310.5633802816888, 310.5633802816888, 306.25000000000153, 324.2647058823536, 329.1044776119377, 329.1044776119437, 329.1044776119377, 329.1044776119437, 319.5652173913024, 329.1044776119377, 324.2647058823594, 324.26470588234776, 319.56521739130807, 319.56521739129676, 319.56521739130807, 324.2647058823594, 314.9999999999901, 319.56521739130807, 319.56521739130807, 324.26470588234776, 310.5633802816888, 315.00000000000114, 310.5633802816888, 310.5633802816995, 310.5633802816888, 302.0547945205421, 302.0547945205522]"
cta0003,12,0.5633560090702948,2.7966893424036283,2.2333333333333334,мать дмитриева ксения федоровна,ma0d' dm'i0tr'i4i4va4 ks'e0n'i4e4 f'o0dy4ro4vna4 ,"[286.36363636364104, 268.9024390243852, 253.4482758620707, 259.41176470588005, 282.69230769231024, 282.69230769231024, 275.6249999999986, 275.6249999999986, 272.2222222222272, 268.9024390243852, 262.4999999999994, 262.4999999999994, 259.41176470588755, 244.99999999999707, 247.75280898876258, 247.7528089887694, 239.67391304347257, 237.09677419355387, 234.57446808510426, 227.3195876288658, 227.3195876288658, 222.72727272727005, 216.17647058823962, 214.07766990291063, 214.07766990291063, 212.01923076923265, 210.00000000000074, 208.01886792452794, 208.01886792452794, 208.01886792452794, 232.10526315789727, 224.99999999999855, 206.07476635513876, 210.00000000000074, 208.01886792452794, 208.01886792452794, 206.07476635514348, 212.01923076922768, 210.00000000000074, 208.01886792452794, 208.01886792452794, 210.00000000000074, 210.00000000000074, 206.07476635513876, 206.07476635513876, 202.29357798165248, 212.01923076923265, 208.01886792452794, 204.1666666666642, 208.01886792453274, 206.07476635513876, 206.07476635513876, 204.16666666666885, 200.45454545454552, 195.13274336282905, 165.78947368421294, 193.42105263157524, 182.2314049586796, nan, nan, 163.33333333333434, 170.93023255813856, 180.73770491803384, 183.74999999999903, 172.26562499999977, 182.2314049586796, 193.42105263157939, 195.13274336282905, 196.87500000000242, 198.64864864864774, 198.6486486486521, 198.64864864864336, 202.29357798165702, 202.29357798164793, 202.29357798164793, 206.0747663551482, 206.07476635513876, 204.1666666666642, 206.07476635513876, 208.01886792452794, 210.00000000000074, 218.31683168317394, 214.07766990290554, 212.01923076923265, 214.07766990291572, 216.17647058822925, 216.17647058823962, 214.07766990291572, 216.17647058822925, 216.17647058823962, 218.31683168316334, 214.07766990291572, 214.07766990291572, 214.07766990290554, 212.01923076923265, 208.01886792452794, 202.29357798165702, 198.64864864864336, 186.86440677966567, 173.62204724409168, nan, 179.26829268291993, 177.82258064516773, 170.93023255813532, 73.99328859060422, 158.63309352518107, 168.32061068702367, 172.26562499999648, 175.0000000000047, 176.39999999999864, 173.62204724409168, 172.26562500000307, 173.62204724409168, 170.93023255814182, 170.93023255813532, 169.61538461538612, 168.32061068702367, 167.04545454545462, 160.9489051094916, 159.78260869564838, 159.78260869565403, 162.13235294117388, 163.3333333333373, 162.13235294117388, 159.78260869565403, 159.78260869565403, 158.63309352517547, 156.3829787234042, 152.06896551724412, 148.98648648648745, 151.02739726027104, 151.0273972602761, 153.12499999999815, 153.12499999999815, 157.50000000000057, 159.78260869565403, 162.13235294117388, 162.1323529411797, 162.13235294117388, 162.1323529411797, 159.78260869564838, 159.78260869565403, 156.3829787234042, 151.0273972602761, nan, 183.7499999999953, 182.2314049586796, 185.29411764706254, 185.29411764705492, 183.75000000000279, 183.7499999999953, 186.86440677966567, 174.9999999999979, 168.32061068702367, 169.61538461538612, 167.04545454545462, 167.04545454545462, 165.7894736842099, 164.55223880596884, 163.33333333333138, 162.1323529411797, 158.63309352518107, 163.33333333333138, 160.94890510948585, 157.50000000000057, 157.50000000000057, 155.2816901408444, 154.19580419580822, 154.19580419580294, 152.06896551723898, 151.0273972602761, 150.00000000000153, 155.2816901408444, 148.9864864864825, 147.00000000000463, 146.99999999999983, 146.02649006622445, 145.065789473683, 143.18181818181597, 143.18181818182052, 140.4458598726122, 138.67924528301862, 139.5569620253167, 136.11111111110947, 134.45121951219664, 133.63636363636468, 131.2499999999997, 132.83132530120147, 128.9473684210548, 128.19767441860637, 124.57627118644034, nan, 222.72727272728108, 227.31958762885432, 222.72727272728108, 232.1052631578853, 237.0967741935414, 239.67391304349806, 242.30769230768794, 244.99999999999707, 244.99999999999707, 247.75280898876258, 253.4482758620707, 256.39534883721274, 256.39534883721274, 256.39534883721274, 259.41176470585765, 259.41176470588755, 262.50000000000705, 262.50000000000705, 262.50000000000705, 262.49999999997647, 262.50000000000705, 259.41176470588755, nan, 253.4482758620707, 256.39534883721274, 253.4482758620707, 256.39534883721274, 253.4482758620707, 250.5681818181819, 247.75280898876258, 242.30769230768794, 232.1052631578853, 234.5744680851226, 202.29357798164793, 242.30769230768794, 250.5681818181819, 253.4482758620707, 253.4482758620707, 256.39534883721274, 253.4482758620707, 253.4482758620707, 250.5681818181819, 250.5681818181819, 253.4482758620707, 250.5681818181819, 253.4482758620707, 250.5681818181819, 250.5681818181819, 250.56818181815402, 247.75280898878984, 247.75280898876258, 244.99999999999707, 237.0967741935414, 234.57446808509815, 229.68750000001288, 216.17647058823962, 212.0192307692127, 232.10526315790923, 198.64864864864336, 225.0000000000098, 227.31958762885432, 222.72727272728108, 224.99999999998732, 218.31683168317394, 220.50000000000696, 229.68749999998943, 229.68750000001288, 229.68749999998943, 229.68750000001288, 220.49999999998536, 218.31683168317394, 229.68750000001288, 234.57446808509815, 234.57446808509815, 234.5744680851226, 234.57446808509815, 234.57446808509815, 234.5744680851226, 234.57446808509815, 234.57446808509815, 232.10526315790923, 234.57446808509815, 234.57446808509815, 239.67391304349806, 244.99999999999707, 239.67391304347257, 234.57446808509815, 234.5744680851226, 214.07766990289537, 242.30769230771403, 232.1052631578853, 234.57446808509815, 237.09677419356635, 232.1052631578853, 234.57446808509815, 237.09677419356635, 237.0967741935414, 229.68749999998943, 237.09677419356635, 237.0967741935414, 237.0967741935414, 237.0967741935414, 237.09677419356635, 237.0967741935414, 244.99999999999707, 234.57446808509815, 239.67391304349806, 237.0967741935414, 237.0967741935414, 239.67391304347257, 237.09677419356635, 229.68749999998943, 232.10526315790923]"
cta0003,p3,2.7966893424036283,2.8759183673469386,0.0792290249433103,,,
cta0003,10,2.8759183673469386,4.110430839002268,1.234512471655329,тяжело заболела, t'i1zhy1lo0 zy1ba1l'e0la4,"[186.86440677966567, 183.75000000000279, 188.46153846154408, 185.29411764704727, 180.73770491803384, 180.73770491803384, 177.8225806451607, 174.9999999999979, 174.9999999999979, 170.9302325581483, 169.61538461537975, 165.789473684216, 163.33333333332544, 159.78260869565403, 158.63309352518107, 158.63309352518107, 162.1323529411797, 162.13235294116805, 158.63309352518107, 156.3829787234042, 158.63309352518107, 159.78260869565403, 158.63309352518107, 159.78260869565403, 160.9489051094916, 158.63309352516987, 164.55223880597487, 165.789473684216, 164.55223880596284, 165.789473684216, 167.04545454544842, 168.32061068702998, 169.61538461537975, 174.9999999999979, 169.61538461539251, 170.93023255813532, 169.61538461537975, 168.32061068702998, 172.26562499999648, 174.9999999999979, 177.8225806451607, 183.75000000000279, 190.08620689655837, 196.8749999999938, 206.07476635513876, 204.1666666666642, 204.1666666666642, 214.07766990291572, 216.17647058823962, 227.3195876288773, 227.31958762885432, 239.67391304347257, 244.99999999999707, 253.4482758620707, 250.5681818181819, 262.50000000000705, 268.9024390244013, 265.6626506023873, 272.2222222222354, 275.62500000001546, 272.2222222222025, 275.62500000001546, 279.1139240506161, 282.692307692328, 286.3636363636228, 282.69230769229245, 286.3636363636592, 286.3636363636228, 290.1315789473566, 290.131578947394, 290.1315789473566, 290.1315789473566, 290.131578947394, 286.3636363636228, 279.1139240506507, nan, 245.00000000002373, 272.2222222222025, 282.692307692328, 282.69230769229245, 282.69230769229245, 282.692307692328, 279.1139240506161, 279.1139240506507, 279.1139240506161, 275.62500000001546, 272.2222222222025, 268.9024390244013, 265.66265060241864, 253.4482758620707, 212.01923076923265, 224.99999999998732, 232.10526315790923, 224.99999999998732, 229.68750000001288, 222.72727272725905, 225.0000000000098, 220.50000000000696, 220.49999999998536, 218.31683168317394, 212.01923076923265, 214.07766990291572, 214.07766990291572, 210.00000000000074, 209.99999999998116, 245.00000000002373, 247.75280898876258, 244.99999999999707, 239.67391304347257, 237.0967741935414, 239.67391304347257, 239.67391304349806, 237.0967741935414, 234.57446808509815, 232.10526315790923, 234.57446808509815, 232.1052631578853, 229.68750000001288, 229.68749999998943, 227.3195876288773, 218.31683168317394, 220.49999999998536, 222.72727272728108, 220.50000000000696, 212.0192307692127, 212.01923076923265, 206.07476635513876, 200.4545454545589, 191.73913043477395, 193.4210526315877, 196.8749999999938, 190.08620689655837, 186.86440677965015, 179.26829268292707, 173.62204724410506, 168.3206106870174, 155.2816901408444, 154.19580419580294, 151.02739726027104, 153.12500000000858, 152.06896551723898, 149.99999999999653, 147.00000000000463, 145.0657894736783, 145.06578947368766, 141.34615384615512, 138.67924528301862, 136.95652173912924, 135.27607361962984, 135.27607361963794, 133.6363636363607, 132.83132530120147, 132.03592814371657, 132.03592814370884, 132.03592814371657, 128.9473684210474, 127.4566473988452, 126.00000000000045, 125.28409090909095, 123.18435754189834, 118.54838709677693, 117.28723404255518, 114.84375000000057, 115.44502617800546, 114.24870466321268, 114.84375000000057, 115.44502617801139, 116.66666666666829, 116.66666666666829, 113.07692307692267, 114.84375000000057, 114.24870466320688, 111.92893401015681, 113.65979381442716, 111.36363636364054, 107.03883495145786, 113.65979381442716, 117.2872340425613]"
cta0003,p4,4.110430839002268,4.635056689342403,0.5246258503401355,,,
cta0003,10,4.635056689342403,6.535374149659864,1.9003174603174608,и ее отвезли в боткинскую,i1 i1jo0 a1tv'i1zl'i0 v bo0tk'i4nsku4ju4,"[nan, 159.78260869565403, 159.78260869565403, 160.9489051094916, 160.9489051094916, 162.1323529411797, 162.13235294115637, 164.55223880597487, 167.0454545454608, 165.789473684216, 167.04545454543603, 167.0454545454608, 170.9302325581483, 167.0454545454608, 165.7894736841916, 165.789473684216, 163.3333333333373, 170.9302325581483, 162.1323529411797, 170.93023255812236, 162.1323529411797, 169.61538461539251, 165.789473684216, 165.7894736841916, 165.789473684216, 165.789473684216, 167.0454545454608, 164.5522388059508, 167.0454545454608, 167.0454545454608, 168.32061068702998, 167.04545454543603, 168.32061068702998, 167.0454545454608, 165.789473684216, 167.04545454543603, 163.3333333333373, 163.3333333333373, 164.55223880597487, 162.1323529411797, 159.78260869565403, 165.7894736841916, 163.3333333333373, 164.55223880597487, 168.32061068702998, 173.6220472440783, 175.0000000000115, 180.73770491801935, 185.29411764707777, 195.1327433628248, 210.00000000000074, 218.31683168317394, 234.5744680850737, 237.09677419356635, 247.75280898878984, 250.56818181815402, 259.41176470591745, 265.6626506023873, 265.6626506023873, 268.9024390244334, 275.6249999999817, 282.69230769229245, 282.69230769229245, 282.69230769236344, 282.69230769229245, 293.99999999999005, 293.99999999999005, 286.3636363636228, 297.972972972965, 297.972972972965, 302.0547945205421, 297.97297297304385, 297.972972972965, 302.0547945205421, 302.0547945205421, 302.0547945205421, 302.0547945205421, 302.0547945205421, 297.972972972965, 302.0547945205421, 297.972972972965, 297.972972972965, 302.0547945205421, 297.97297297304385, 297.972972972965, 293.99999999999005, 297.972972972965, 293.99999999999005, 290.1315789473566, 293.99999999999005, 286.3636363636228, 282.69230769236344, 282.69230769229245, 259.41176470585765, nan, 216.17647058823962, 195.1327433628248, 196.8749999999938, 193.4210526315711, 191.7391304348066, 188.4615384615283, 185.29411764704727, 183.7500000000178, 183.7499999999878, 190.0862068965423, 190.0862068965744, 193.4210526315711, 198.64864864864336, 198.64864864864336, 198.64864864864336, 196.87500000002825, 193.4210526315711, 193.4210526315711, 188.4615384615283, 185.29411764707777, 185.29411764704727, 177.82258064517475, 177.82258064514667, 170.9302325581483, 168.32061068702998, 164.5522388059508, 167.0454545454608, nan, 174.9999999999843, 182.23140495869436, 186.86440677965015, 195.1327433628248, 198.64864864864336, 202.29357798168428, 208.01886792452794, 208.01886792452794, 216.1764705881981, 210.00000000000074, 218.31683168317394, 216.17647058823962, 222.72727272728108, 220.50000000000696, 218.31683168317394, 239.67391304344704, 239.67391304349806, 250.56818181815402, 247.75280898878984, 259.41176470585765, 262.50000000003763, 265.6626506023873, 265.6626506023873, 272.22222222226833, 272.2222222222025, 279.1139240506161, 272.22222222226833, 279.1139240506161, 279.1139240506161, 279.1139240506161, 275.62500000004917, 282.69230769229245, 282.69230769229245, 54.17690417690534, nan, nan, 158.63309352518107, 153.12499999999815, 158.63309352518107, 158.63309352518107, 158.63309352518107, 156.3829787234042, 156.3829787234042, 155.2816901408444, 153.12499999999815, 153.12499999999815, 152.06896551723898, 151.02739726027104, 152.06896551723898, 151.02739726027104, 151.0273972602913, 149.99999999999653, 147.9865771812036, 146.02649006621974, 141.346153846164, nan, 173.62204724410506, 143.1818181818114, 147.98657718122303, 143.1818181818114, 136.1111111111177, 139.55696202530805, 138.67924528302717, 140.44585987260345, 141.34615384614622, 142.2580645161398, 141.34615384614622, 139.55696202532536, 137.81249999999085, nan, 185.29411764704727, 140.44585987262099, 134.45121951220065, 135.2760736196217, 132.83132530120932, 132.03592814371657, 132.03592814370108, 131.25000000000352, 132.83132530120932, 133.63636363636866, 132.83132530119366, 134.45121951220065, 133.63636363636866, 132.03592814370108, 132.83132530120932, 133.63636363636866, 132.83132530119366, 131.25000000000352, 130.47337278106815, 129.70588235294377, 130.47337278106815, 130.47337278105303, 128.9473684210548, 129.70588235294377, 134.45121951220065, 126.72413793103534]"
